"calendar_year","location","race","experiencing_homelessness"
2020,"Riverside County CoC","American Indian, Alaska Native, or Indigenous","185"
2020,"Riverside County CoC","Asian or Asian American","77"
2020,"Riverside County CoC","Black, African American, or African","2342"
2020,"Riverside County CoC","Multiple Races","265"
2020,"Riverside County CoC","Native Hawaiian or Pacific Islander","97"
2020,"Riverside County CoC","Unknown","69"
2020,"Riverside County CoC","White","6153"
2020,"San Bernardino County CoC","American Indian, Alaska Native, or Indigenous","194"
2020,"San Bernardino County CoC","Asian or Asian American","64"
2020,"San Bernardino County CoC","Black, African American, or African","3674"
2020,"San Bernardino County CoC","Multiple Races","283"
2020,"San Bernardino County CoC","Native Hawaiian or Pacific Islander","91"
2020,"San Bernardino County CoC","Unknown","117"
2020,"San Bernardino County CoC","White","4908"
2020,"Ventura County CoC","American Indian, Alaska Native, or Indigenous","29"
2020,"Ventura County CoC","Asian or Asian American","19"
2020,"Ventura County CoC","Black, African American, or African","143"
2020,"Ventura County CoC","Multiple Races","100"
2020,"Ventura County CoC","Native Hawaiian or Pacific Islander","13"
2020,"Ventura County CoC","Unknown","20"
2020,"Ventura County CoC","White","1918"
2020,"Glendale CoC (Los Angeles County)","Asian or Asian American","12"
2020,"Glendale CoC (Los Angeles County)","Black, African American, or African","146"
2020,"Glendale CoC (Los Angeles County)","Multiple Races","12"
2020,"Glendale CoC (Los Angeles County)","White","320"
2020,"Imperial County CoC","Black, African American, or African","55"
2020,"Imperial County CoC","Multiple Races","16"
2020,"Imperial County CoC","Unknown","90"
2020,"Imperial County CoC","White","830"
2020,"San Luis Obispo County CoC","American Indian, Alaska Native, or Indigenous","46"
2020,"San Luis Obispo County CoC","Asian or Asian American","11"
2020,"San Luis Obispo County CoC","Black, African American, or African","82"
2020,"San Luis Obispo County CoC","Multiple Races","78"
2020,"San Luis Obispo County CoC","Native Hawaiian or Pacific Islander","12"
2020,"San Luis Obispo County CoC","Unknown","118"
2020,"San Luis Obispo County CoC","White","1344"
2021,"California","American Indian, Alaska Native, or Indigenous","8586"
2021,"California","Asian or Asian American","5100"
2021,"California","Black, African American, or African","75228"
2021,"California","Multiple Races","11270"
2021,"California","Native Hawaiian or Pacific Islander","3343"
2021,"California","Unknown","16293"
2021,"California","White","150531"
2021,"Santa Clara County CoC","American Indian, Alaska Native, or Indigenous","960"
2021,"Santa Clara County CoC","Asian or Asian American","862"
2021,"Santa Clara County CoC","Black, African American, or African","2129"
2021,"Santa Clara County CoC","Multiple Races","972"
2021,"Santa Clara County CoC","Native Hawaiian or Pacific Islander","343"
2021,"Santa Clara County CoC","Unknown","1152"
2021,"Santa Clara County CoC","White","8481"
2021,"San Francisco CoC","American Indian, Alaska Native, or Indigenous","739"
2021,"San Francisco CoC","Asian or Asian American","517"
2021,"San Francisco CoC","Black, African American, or African","5559"
2021,"San Francisco CoC","Multiple Races","892"
2021,"San Francisco CoC","Native Hawaiian or Pacific Islander","368"
2021,"San Francisco CoC","Unknown","1099"
2021,"San Francisco CoC","White","4725"
2021,"Alameda County CoC","American Indian, Alaska Native, or Indigenous","345"
2021,"Alameda County CoC","Asian or Asian American","275"
2021,"Alameda County CoC","Black, African American, or African","5434"
2021,"Alameda County CoC","Multiple Races","736"
2021,"Alameda County CoC","Native Hawaiian or Pacific Islander","191"
2021,"Alameda County CoC","Unknown","180"
2021,"Alameda County CoC","White","2958"
2021,"Sacramento County CoC","American Indian, Alaska Native, or Indigenous","270"
2021,"Sacramento County CoC","Asian or Asian American","166"
2021,"Sacramento County CoC","Black, African American, or African","4296"
2021,"Sacramento County CoC","Multiple Races","856"
2021,"Sacramento County CoC","Native Hawaiian or Pacific Islander","162"
2021,"Sacramento County CoC","Unknown","446"
2021,"Sacramento County CoC","White","4298"
2021,"Sonoma County CoC","American Indian, Alaska Native, or Indigenous","373"
2021,"Sonoma County CoC","Asian or Asian American","37"
2021,"Sonoma County CoC","Black, African American, or African","263"
2021,"Sonoma County CoC","Multiple Races","245"
2021,"Sonoma County CoC","Native Hawaiian or Pacific Islander","43"
2021,"Sonoma County CoC","Unknown","43"
2021,"Sonoma County CoC","White","2392"
2021,"Contra Costa County CoC","American Indian, Alaska Native, or Indigenous","618"
2021,"Contra Costa County CoC","Asian or Asian American","104"
2021,"Contra Costa County CoC","Black, African American, or African","2794"
2021,"Contra Costa County CoC","Multiple Races","455"
2021,"Contra Costa County CoC","Native Hawaiian or Pacific Islander","116"
2021,"Contra Costa County CoC","Unknown","129"
2021,"Contra Costa County CoC","White","2922"
2021,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous","108"
2021,"Monterey, San Benito Counties CoC","Asian or Asian American","34"
2021,"Monterey, San Benito Counties CoC","Black, African American, or African","189"
2021,"Monterey, San Benito Counties CoC","Multiple Races","121"
2021,"Monterey, San Benito Counties CoC","Native Hawaiian or Pacific Islander","27"
2021,"Monterey, San Benito Counties CoC","Unknown","64"
2021,"Monterey, San Benito Counties CoC","White","1783"
2021,"Marin County CoC","American Indian, Alaska Native, or Indigenous","45"
2021,"Marin County CoC","Asian or Asian American","28"
2021,"Marin County CoC","Black, African American, or African","396"
2021,"Marin County CoC","Multiple Races","64"
2021,"Marin County CoC","Native Hawaiian or Pacific Islander","11"
2021,"Marin County CoC","Unknown","165"
2021,"Marin County CoC","White","1052"
2021,"Santa Cruz County CoC","American Indian, Alaska Native, or Indigenous","110"
2021,"Santa Cruz County CoC","Asian or Asian American","16"
2021,"Santa Cruz County CoC","Black, African American, or African","124"
2021,"Santa Cruz County CoC","Multiple Races","118"
2021,"Santa Cruz County CoC","Native Hawaiian or Pacific Islander","21"
2021,"Santa Cruz County CoC","Unknown","172"
2021,"Santa Cruz County CoC","White","1835"
2021,"Mendocino County CoC","American Indian, Alaska Native, or Indigenous","146"
2021,"Mendocino County CoC","Black, African American, or African","32"
2021,"Mendocino County CoC","Multiple Races","94"
2021,"Mendocino County CoC","Unknown","14"
2021,"Mendocino County CoC","White","1004"
2021,"Stanislaus County CoC","American Indian, Alaska Native, or Indigenous","139"
2021,"Stanislaus County CoC","Asian or Asian American","68"
2021,"Stanislaus County CoC","Black, African American, or African","639"
2021,"Stanislaus County CoC","Multiple Races","411"
2021,"Stanislaus County CoC","Native Hawaiian or Pacific Islander","45"
2021,"Stanislaus County CoC","Unknown","26"
2021,"Stanislaus County CoC","White","3600"
2021,"San Joaquin County CoC","American Indian, Alaska Native, or Indigenous","100"
2021,"San Joaquin County CoC","Asian or Asian American","150"
2021,"San Joaquin County CoC","Black, African American, or African","2259"
2021,"San Joaquin County CoC","Multiple Races","460"
2021,"San Joaquin County CoC","Native Hawaiian or Pacific Islander","70"
2021,"San Joaquin County CoC","Unknown","104"
2021,"San Joaquin County CoC","White","3624"
2021,"San Mateo County CoC","American Indian, Alaska Native, or Indigenous","213"
2021,"San Mateo County CoC","Asian or Asian American","216"
2021,"San Mateo County CoC","Black, African American, or African","870"
2021,"San Mateo County CoC","Multiple Races","179"
2021,"San Mateo County CoC","Native Hawaiian or Pacific Islander","387"
2021,"San Mateo County CoC","Unknown","61"
2021,"San Mateo County CoC","White","2543"
2021,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous","124"
2021,"Kings, Tulare Counties CoC","Asian or Asian American","21"
2021,"Kings, Tulare Counties CoC","Black, African American, or African","386"
2021,"Kings, Tulare Counties CoC","Multiple Races","80"
2021,"Kings, Tulare Counties CoC","Native Hawaiian or Pacific Islander","29"
2021,"Kings, Tulare Counties CoC","White","2788"
2021,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous","291"
2021,"Fresno, Madera Counties CoC","Asian or Asian American","164"
2021,"Fresno, Madera Counties CoC","Black, African American, or African","1222"
2021,"Fresno, Madera Counties CoC","Multiple Races","202"
2021,"Fresno, Madera Counties CoC","Native Hawaiian or Pacific Islander","44"
2021,"Fresno, Madera Counties CoC","Unknown","129"
2021,"Fresno, Madera Counties CoC","White","4131"
2021,"Placer County CoC","American Indian, Alaska Native, or Indigenous","82"
2021,"Placer County CoC","Asian or Asian American","31"
2021,"Placer County CoC","Black, African American, or African","196"
2021,"Placer County CoC","Multiple Races","144"
2021,"Placer County CoC","Native Hawaiian or Pacific Islander","18"
2021,"Placer County CoC","Unknown","58"
2021,"Placer County CoC","White","1501"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous","78"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African","55"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Multiple Races","254"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Native Hawaiian or Pacific Islander","16"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","83"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","White","1326"
2021,"Napa County CoC","American Indian, Alaska Native, or Indigenous","63"
2021,"Napa County CoC","Asian or Asian American","16"
2021,"Napa County CoC","Black, African American, or African","46"
2021,"Napa County CoC","Multiple Races","26"
2021,"Napa County CoC","Unknown","21"
2021,"Napa County CoC","White","570"
2021,"Solano County CoC","American Indian, Alaska Native, or Indigenous","31"
2021,"Solano County CoC","Asian or Asian American","37"
2021,"Solano County CoC","Black, African American, or African","664"
2021,"Solano County CoC","Multiple Races","129"
2021,"Solano County CoC","Native Hawaiian or Pacific Islander","24"
2021,"Solano County CoC","Unknown","41"
2021,"Solano County CoC","White","650"
2021,"Butte County CoC","American Indian, Alaska Native, or Indigenous","84"
2021,"Butte County CoC","Asian or Asian American","14"
2021,"Butte County CoC","Black, African American, or African","141"
2021,"Butte County CoC","Multiple Races","183"
2021,"Butte County CoC","Native Hawaiian or Pacific Islander","17"
2021,"Butte County CoC","Unknown","49"
2021,"Butte County CoC","White","1578"
2021,"Merced County CoC","American Indian, Alaska Native, or Indigenous","110"
2021,"Merced County CoC","Asian or Asian American","38"
2021,"Merced County CoC","Black, African American, or African","405"
2021,"Merced County CoC","Multiple Races","117"
2021,"Merced County CoC","Native Hawaiian or Pacific Islander","16"
2021,"Merced County CoC","Unknown","40"
2021,"Merced County CoC","White","1641"
2021,"Yolo County CoC","American Indian, Alaska Native, or Indigenous","59"
2021,"Yolo County CoC","Asian or Asian American","13"
2021,"Yolo County CoC","Black, African American, or African","303"
2021,"Yolo County CoC","Multiple Races","66"
2021,"Yolo County CoC","Native Hawaiian or Pacific Islander","21"
2021,"Yolo County CoC","Unknown","93"
2021,"Yolo County CoC","White","935"
2021,"Humboldt County CoC","American Indian, Alaska Native, or Indigenous","136"
2021,"Humboldt County CoC","Asian or Asian American","13"
2021,"Humboldt County CoC","Black, African American, or African","67"
2021,"Humboldt County CoC","Multiple Races","127"
2021,"Humboldt County CoC","Native Hawaiian or Pacific Islander","11"
2021,"Humboldt County CoC","Unknown","252"
2021,"Humboldt County CoC","White","1037"
2021,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous","41"
2021,"Colusa, Glenn, Trinity Counties CoC","Multiple Races","48"
2021,"Colusa, Glenn, Trinity Counties CoC","White","570"
2021,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous","88"
2021,"Yuba, Sutter Counties CoC","Asian or Asian American","27"
2021,"Yuba, Sutter Counties CoC","Black, African American, or African","192"
2021,"Yuba, Sutter Counties CoC","Multiple Races","82"
2021,"Yuba, Sutter Counties CoC","Native Hawaiian or Pacific Islander","18"
2021,"Yuba, Sutter Counties CoC","Unknown","391"
2021,"Yuba, Sutter Counties CoC","White","1370"
2021,"El Dorado County CoC","American Indian, Alaska Native, or Indigenous","11"
2021,"El Dorado County CoC","Black, African American, or African","20"
2021,"El Dorado County CoC","Multiple Races","21"
2021,"El Dorado County CoC","White","297"
2021,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous","12"
2021,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Multiple Races","29"
2021,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","White","317"
2021,"Tehama County CoC","American Indian, Alaska Native, or Indigenous","13"
2021,"Tehama County CoC","Unknown","24"
2021,"Tehama County CoC","White","232"
2021,"Lake County CoC","American Indian, Alaska Native, or Indigenous","30"
2021,"Lake County CoC","Black, African American, or African","20"
2021,"Lake County CoC","Multiple Races","12"
2021,"Lake County CoC","White","337"
2021,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous","41"
2021,"Alpine, Inyo, Mono Counties CoC","White","174"
2021,"Nevada County CoC","American Indian, Alaska Native, or Indigenous","15"
2021,"Nevada County CoC","Multiple Races","45"
2021,"Nevada County CoC","Unknown","59"
2021,"Nevada County CoC","White","587"
2021,"Los Angeles County CoC","American Indian, Alaska Native, or Indigenous","1554"
2021,"Los Angeles County CoC","Asian or Asian American","1156"
2021,"Los Angeles County CoC","Black, African American, or African","31642"
2021,"Los Angeles County CoC","Multiple Races","1780"
2021,"Los Angeles County CoC","Native Hawaiian or Pacific Islander","663"
2021,"Los Angeles County CoC","Unknown","7226"
2021,"Los Angeles County CoC","White","41893"
2021,"San Diego County CoC","American Indian, Alaska Native, or Indigenous","511"
2021,"San Diego County CoC","Asian or Asian American","459"
2021,"San Diego County CoC","Black, African American, or African","5579"
2021,"San Diego County CoC","Multiple Races","829"
2021,"San Diego County CoC","Native Hawaiian or Pacific Islander","322"
2021,"San Diego County CoC","Unknown","1006"
2021,"San Diego County CoC","White","14019"
2021,"Orange County CoC","American Indian, Alaska Native, or Indigenous","413"
2021,"Orange County CoC","Asian or Asian American","416"
2021,"Orange County CoC","Black, African American, or African","1753"
2021,"Orange County CoC","Multiple Races","506"
2021,"Orange County CoC","Native Hawaiian or Pacific Islander","157"
2021,"Orange County CoC","Unknown","2409"
2021,"Orange County CoC","White","11041"
2021,"Santa Barbara County CoC","American Indian, Alaska Native, or Indigenous","161"
2021,"Santa Barbara County CoC","Asian or Asian American","25"
2021,"Santa Barbara County CoC","Black, African American, or African","256"
2021,"Santa Barbara County CoC","Multiple Races","171"
2021,"Santa Barbara County CoC","Native Hawaiian or Pacific Islander","19"
2021,"Santa Barbara County CoC","Unknown","49"
2021,"Santa Barbara County CoC","White","2644"
2021,"Kern County CoC","American Indian, Alaska Native, or Indigenous","155"
2021,"Kern County CoC","Asian or Asian American","39"
2021,"Kern County CoC","Black, African American, or African","1964"
2021,"Kern County CoC","Multiple Races","233"
2021,"Kern County CoC","Native Hawaiian or Pacific Islander","52"
2021,"Kern County CoC","Unknown","15"
2021,"Kern County CoC","White","5373"
2021,"Long Beach CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","42"
2021,"Long Beach CoC (Los Angeles County)","Asian or Asian American","68"
2021,"Long Beach CoC (Los Angeles County)","Black, African American, or African","1464"
2021,"Long Beach CoC (Los Angeles County)","Multiple Races","115"
2021,"Long Beach CoC (Los Angeles County)","Native Hawaiian or Pacific Islander","37"
2021,"Long Beach CoC (Los Angeles County)","Unknown","99"
2021,"Long Beach CoC (Los Angeles County)","White","1489"
2021,"Pasadena CoC (Los Angeles County)","American Indian, Alaska Native, or Indigenous","16"
2021,"Pasadena CoC (Los Angeles County)","Asian or Asian American","11"
2021,"Pasadena CoC (Los Angeles County)","Black, African American, or African","302"
2021,"Pasadena CoC (Los Angeles County)","Multiple Races","22"
2021,"Pasadena CoC (Los Angeles County)","Unknown","45"
2021,"Pasadena CoC (Los Angeles County)","White","367"
2021,"Riverside County CoC","American Indian, Alaska Native, or Indigenous","178"
2021,"Riverside County CoC","Asian or Asian American","75"
2021,"Riverside County CoC","Black, African American, or African","2147"
2021,"Riverside County CoC","Multiple Races","271"
2021,"Riverside County CoC","Native Hawaiian or Pacific Islander","70"
2021,"Riverside County CoC","Unknown","82"
2021,"Riverside County CoC","White","5663"
2021,"San Bernardino County CoC","American Indian, Alaska Native, or Indigenous","206"
2021,"San Bernardino County CoC","Asian or Asian American","51"
2021,"San Bernardino County CoC","Black, African American, or African","3315"
2021,"San Bernardino County CoC","Multiple Races","227"
2021,"San Bernardino County CoC","Native Hawaiian or Pacific Islander","74"
2021,"San Bernardino County CoC","Unknown","89"
2021,"San Bernardino County CoC","White","4838"
2021,"Ventura County CoC","American Indian, Alaska Native, or Indigenous","34"
2021,"Ventura County CoC","Asian or Asian American","19"
2021,"Ventura County CoC","Black, African American, or African","148"
2021,"Ventura County CoC","Multiple Races","92"
2021,"Ventura County CoC","Unknown","45"
2021,"Ventura County CoC","White","1987"
2021,"Glendale CoC (Los Angeles County)","Asian or Asian American","15"
2021,"Glendale CoC (Los Angeles County)","Black, African American, or African","164"
2021,"Glendale CoC (Los Angeles County)","Multiple Races","19"
2021,"Glendale CoC (Los Angeles County)","White","323"
2021,"Imperial County CoC","Black, African American, or African","112"
2021,"Imperial County CoC","Multiple Races","21"
2021,"Imperial County CoC","Unknown","181"
2021,"Imperial County CoC","White","1340"
2021,"San Luis Obispo County CoC","American Indian, Alaska Native, or Indigenous","74"
2021,"San Luis Obispo County CoC","Asian or Asian American","15"
2021,"San Luis Obispo County CoC","Black, African American, or African","109"
2021,"San Luis Obispo County CoC","Multiple Races","132"
2021,"San Luis Obispo County CoC","Native Hawaiian or Pacific Islander","11"
2021,"San Luis Obispo County CoC","Unknown","157"
2021,"San Luis Obispo County CoC","White","1850"
2022,"California","American Indian, Alaska Native, or Indigenous","10520"
2022,"California","Asian or Asian American","6025"
2022,"California","Black, African American, or African","86632"
2022,"California","Multiple Races","13343"
2022,"California","Native Hawaiian or Pacific Islander","3934"
2022,"California","Unknown","20146"
2022,"California","White","175247"
2022,"Santa Clara County CoC","American Indian, Alaska Native, or Indigenous","1108"
2022,"Santa Clara County CoC","Asian or Asian American","936"
2022,"Santa Clara County CoC","Black, African American, or African","2362"
2022,"Santa Clara County CoC","Multiple Races","1087"
2022,"Santa Clara County CoC","Native Hawaiian or Pacific Islander","372"
2022,"Santa Clara County CoC","Unknown","1067"
2022,"Santa Clara County CoC","White","9828"
2022,"San Francisco CoC","American Indian, Alaska Native, or Indigenous","1054"
2022,"San Francisco CoC","Asian or Asian American","705"
2022,"San Francisco CoC","Black, African American, or African","7031"
2022,"San Francisco CoC","Multiple Races","1182"
2022,"San Francisco CoC","Native Hawaiian or Pacific Islander","459"
2022,"San Francisco CoC","Unknown","1135"
2022,"San Francisco CoC","White","6648"
2022,"Alameda County CoC","American Indian, Alaska Native, or Indigenous","474"
2022,"Alameda County CoC","Asian or Asian American","347"
2022,"Alameda County CoC","Black, African American, or African","6308"
2022,"Alameda County CoC","Multiple Races","780"
2022,"Alameda County CoC","Native Hawaiian or Pacific Islander","191"
2022,"Alameda County CoC","Unknown","214"
2022,"Alameda County CoC","White","3620"
2022,"Sacramento County CoC","American Indian, Alaska Native, or Indigenous","298"
2022,"Sacramento County CoC","Asian or Asian American","166"
2022,"Sacramento County CoC","Black, African American, or African","4851"
2022,"Sacramento County CoC","Multiple Races","944"
2022,"Sacramento County CoC","Native Hawaiian or Pacific Islander","175"
2022,"Sacramento County CoC","Unknown","556"
2022,"Sacramento County CoC","White","4758"
2022,"Sonoma County CoC","American Indian, Alaska Native, or Indigenous","361"
2022,"Sonoma County CoC","Asian or Asian American","40"
2022,"Sonoma County CoC","Black, African American, or African","258"
2022,"Sonoma County CoC","Multiple Races","242"
2022,"Sonoma County CoC","Native Hawaiian or Pacific Islander","49"
2022,"Sonoma County CoC","Unknown","51"
2022,"Sonoma County CoC","White","2485"
2022,"Contra Costa County CoC","American Indian, Alaska Native, or Indigenous","842"
2022,"Contra Costa County CoC","Asian or Asian American","156"
2022,"Contra Costa County CoC","Black, African American, or African","3602"
2022,"Contra Costa County CoC","Multiple Races","585"
2022,"Contra Costa County CoC","Native Hawaiian or Pacific Islander","159"
2022,"Contra Costa County CoC","Unknown","133"
2022,"Contra Costa County CoC","White","3767"
2022,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous","95"
2022,"Monterey, San Benito Counties CoC","Asian or Asian American","30"
2022,"Monterey, San Benito Counties CoC","Black, African American, or African","212"
2022,"Monterey, San Benito Counties CoC","Multiple Races","122"
2022,"Monterey, San Benito Counties CoC","Native Hawaiian or Pacific Islander","39"
2022,"Monterey, San Benito Counties CoC","Unknown","89"
2022,"Monterey, San Benito Counties CoC","White","2024"
2022,"Marin County CoC","American Indian, Alaska Native, or Indigenous","96"
2022,"Marin County CoC","Asian or Asian American","28"
2022,"Marin County CoC","Black, African American, or African","402"
2022,"Marin County CoC","Multiple Races","86"
2022,"Marin County CoC","Unknown","112"
2022,"Marin County CoC","White","1041"
2022,"Santa Cruz County CoC","American Indian, Alaska Native, or Indigenous","152"
2022,"Santa Cruz County CoC","Black, African American, or African","98"
2022,"Santa Cruz County CoC","Multiple Races","96"
2022,"Santa Cruz County CoC","Native Hawaiian or Pacific Islander","15"
2022,"Santa Cruz County CoC","Unknown","62"
2022,"Santa Cruz County CoC","White","1365"
2022,"Mendocino County CoC","American Indian, Alaska Native, or Indigenous","200"
2022,"Mendocino County CoC","Black, African American, or African","48"
2022,"Mendocino County CoC","Multiple Races","107"
2022,"Mendocino County CoC","Unknown","23"
2022,"Mendocino County CoC","White","1204"
2022,"Stanislaus County CoC","American Indian, Alaska Native, or Indigenous","230"
2022,"Stanislaus County CoC","Asian or Asian American","91"
2022,"Stanislaus County CoC","Black, African American, or African","795"
2022,"Stanislaus County CoC","Multiple Races","549"
2022,"Stanislaus County CoC","Native Hawaiian or Pacific Islander","88"
2022,"Stanislaus County CoC","Unknown","62"
2022,"Stanislaus County CoC","White","4573"
2022,"San Joaquin County CoC","American Indian, Alaska Native, or Indigenous","131"
2022,"San Joaquin County CoC","Asian or Asian American","271"
2022,"San Joaquin County CoC","Black, African American, or African","3231"
2022,"San Joaquin County CoC","Multiple Races","795"
2022,"San Joaquin County CoC","Native Hawaiian or Pacific Islander","93"
2022,"San Joaquin County CoC","Unknown","173"
2022,"San Joaquin County CoC","White","5045"
2022,"San Mateo County CoC","American Indian, Alaska Native, or Indigenous","252"
2022,"San Mateo County CoC","Asian or Asian American","239"
2022,"San Mateo County CoC","Black, African American, or African","917"
2022,"San Mateo County CoC","Multiple Races","184"
2022,"San Mateo County CoC","Native Hawaiian or Pacific Islander","399"
2022,"San Mateo County CoC","Unknown","64"
2022,"San Mateo County CoC","White","3035"
2022,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous","210"
2022,"Kings, Tulare Counties CoC","Asian or Asian American","17"
2022,"Kings, Tulare Counties CoC","Black, African American, or African","504"
2022,"Kings, Tulare Counties CoC","Multiple Races","92"
2022,"Kings, Tulare Counties CoC","Native Hawaiian or Pacific Islander","38"
2022,"Kings, Tulare Counties CoC","Unknown","13"
2022,"Kings, Tulare Counties CoC","White","3284"
2022,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous","396"
2022,"Fresno, Madera Counties CoC","Asian or Asian American","231"
2022,"Fresno, Madera Counties CoC","Black, African American, or African","1616"
2022,"Fresno, Madera Counties CoC","Multiple Races","305"
2022,"Fresno, Madera Counties CoC","Native Hawaiian or Pacific Islander","54"
2022,"Fresno, Madera Counties CoC","Unknown","196"
2022,"Fresno, Madera Counties CoC","White","5249"
2022,"Placer County CoC","American Indian, Alaska Native, or Indigenous","99"
2022,"Placer County CoC","Asian or Asian American","34"
2022,"Placer County CoC","Black, African American, or African","249"
2022,"Placer County CoC","Multiple Races","179"
2022,"Placer County CoC","Native Hawaiian or Pacific Islander","35"
2022,"Placer County CoC","Unknown","82"
2022,"Placer County CoC","White","1805"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous","101"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Asian or Asian American","12"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African","61"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Multiple Races","328"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Native Hawaiian or Pacific Islander","12"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","66"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","White","1583"
2022,"Napa County CoC","American Indian, Alaska Native, or Indigenous","92"
2022,"Napa County CoC","Black, African American, or African","62"
2022,"Napa County CoC","Multiple Races","62"
2022,"Napa County CoC","Native Hawaiian or Pacific Islander","11"
2022,"Napa County CoC","Unknown","11"
2022,"Napa County CoC","White","689"
2022,"Solano County CoC","American Indian, Alaska Native, or Indigenous","32"
2022,"Solano County CoC","Asian or Asian American","22"
2022,"Solano County CoC","Black, African American, or African","548"
2022,"Solano County CoC","Multiple Races","140"
2022,"Solano County CoC","Native Hawaiian or Pacific Islander","26"
2022,"Solano County CoC","White","520"
2022,"Butte County CoC","American Indian, Alaska Native, or Indigenous","121"
2022,"Butte County CoC","Asian or Asian American","30"
2022,"Butte County CoC","Black, African American, or African","178"
2022,"Butte County CoC","Multiple Races","239"
2022,"Butte County CoC","Native Hawaiian or Pacific Islander","13"
2022,"Butte County CoC","Unknown","133"
2022,"Butte County CoC","White","2035"
2022,"Merced County CoC","American Indian, Alaska Native, or Indigenous","110"
2022,"Merced County CoC","Asian or Asian American","47"
2022,"Merced County CoC","Black, African American, or African","533"
2022,"Merced County CoC","Multiple Races","169"
2022,"Merced County CoC","Native Hawaiian or Pacific Islander","16"
2022,"Merced County CoC","Unknown","43"
2022,"Merced County CoC","White","2083"
2022,"Yolo County CoC","American Indian, Alaska Native, or Indigenous","57"
2022,"Yolo County CoC","Asian or Asian American","13"
2022,"Yolo County CoC","Black, African American, or African","298"
2022,"Yolo County CoC","Multiple Races","53"
2022,"Yolo County CoC","Native Hawaiian or Pacific Islander","18"
2022,"Yolo County CoC","Unknown","173"
2022,"Yolo County CoC","White","895"
2022,"Humboldt County CoC","American Indian, Alaska Native, or Indigenous","247"
2022,"Humboldt County CoC","Asian or Asian American","21"
2022,"Humboldt County CoC","Black, African American, or African","103"
2022,"Humboldt County CoC","Multiple Races","189"
2022,"Humboldt County CoC","Native Hawaiian or Pacific Islander","24"
2022,"Humboldt County CoC","Unknown","318"
2022,"Humboldt County CoC","White","1497"
2022,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous","35"
2022,"Colusa, Glenn, Trinity Counties CoC","Asian or Asian American","14"
2022,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African","12"
2022,"Colusa, Glenn, Trinity Counties CoC","Multiple Races","38"
2022,"Colusa, Glenn, Trinity Counties CoC","White","514"
2022,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous","106"
2022,"Yuba, Sutter Counties CoC","Asian or Asian American","31"
2022,"Yuba, Sutter Counties CoC","Black, African American, or African","222"
2022,"Yuba, Sutter Counties CoC","Multiple Races","122"
2022,"Yuba, Sutter Counties CoC","Native Hawaiian or Pacific Islander","24"
2022,"Yuba, Sutter Counties CoC","Unknown","401"
2022,"Yuba, Sutter Counties CoC","White","1738"
2022,"El Dorado County CoC","American Indian, Alaska Native, or Indigenous","15"
2022,"El Dorado County CoC","Black, African American, or African","20"
2022,"El Dorado County CoC","Multiple Races","21"
2022,"El Dorado County CoC","Unknown","14"
2022,"El Dorado County CoC","White","356"
